Subject Title,Subject Code
LAL Thesis Part 1,LING40015
Shorter Thesis - Applied Linguistics,LING70002
MA Research,LING70006
PhD Research,LING80001
Presenting Academic Discourse,LING90002
Research in Applied Linguistics,LING90003
Language Curriculum Design,LING90007
Language Program Evaluation,LING90008
Applied Linguistics Thesis,LING90010
Second Language Acquisition,LING90012
English Phonetics and Phonology,LING90015
Grammar in Use,LING90016
Sociolinguistics and Language Learning,LING90018
Transcultural Communication at Work,LING90026
Discourse and Interaction,LING90028
Linguistics for Speech Pathology,LING90033
Second Language Pragmatics,LING90034
Concepts in Applied Linguistics,LING90039
Projects in Applied Linguistics,LING90041
Calculus 1,MAST10005
Calculus 2,MAST10006
Accelerated Mathematics 1,MAST10008
Data Analysis,MAST10010
Introduction to Mathematics,MAST10012
Foundation Mathematics 1,MAST10014
Foundation Mathematics 2,MAST10015
Fundamentals of Mathematics,MAST10017
Calculus 2: Advanced,MAST10021
Linear Algebra: Advanced,MAST10022
Exploring Numbers and Reasoning,MAST10023
Mathematics & Statistics for Biomedicine,MAST10024
Probability,MAST20004
Statistics,MAST20005
Probability for Statistics,MAST20006
Discrete Maths and Operations Research,MAST20018
Real Analysis,MAST20026
Engineering Mathematics,MAST20029
Differential Equations,MAST20030
Analysis of Biological Data,MAST20031
Real Analysis: Advanced,MAST20033
Stochastic Modelling,MAST30001
Algebra,MAST30005
Graph Theory,MAST30011
Techniques in Operations Research,MAST30013
Probability for Inference,MAST30020
Complex Analysis,MAST30021
Decision Making,MAST30022
Geometry,MAST30024
Linear Statistical Models,MAST30025
Metric and Hilbert Spaces,MAST30026
Modern Applied Statistics,MAST30027
Numerical Methods & Scientific Computing,MAST30028
Applied Mathematical Modelling,MAST30030
Methods of Mathematical Physics,MAST30031
Biological Modelling and Simulation,MAST30032
Applied Data Science,MAST30034
Statistics for Research Workers,MAST90007
Mathematical Biology,MAST90011
Network Optimisation,MAST90013
Optimisation for Industry,MAST90014
Random Processes,MAST90019
Functional Analysis,MAST90020
Algebraic Topology,MAST90023
Computational Differential Equations,MAST90026
Practice of Statistics & Data Science,MAST90027
Enumerative Combinatorics,MAST90031
Thinking and Reasoning with Data,MAST90044
Mathematics of Risk,MAST90051
Elements of Probability,MAST90057
Elements of Statistics,MAST90058
Advanced Methods: Transforms,MAST90067
"Groups, Categories & Homological Algebra",MAST90068
Introduction to String Theory,MAST90069
Data and Decision Making,MAST90072
Quantitative Methods for Evaluation,MAST90078
AMSI Summer School,MAST90079
Advanced Probability,MAST90081
Mathematical Statistics,MAST90082
Computational Statistics & Data Science,MAST90083
Statistical Modelling,MAST90084
"Approximation, Algorithms and Heuristics",MAST90098
Advanced Regression,MAST90099
Probability & Inference in Biostatistics,MAST90100
Introduction to Statistical Computing,MAST90101
Foundations of Regression,MAST90102
Random Matrix Theory,MAST90103
A First Course In Statistical Learning,MAST90104
Methods of Mathematical Statistics,MAST90105
Data Science Project Pt1,MAST90106
Data Science Project Pt2,MAST90107
Data Science Research Project Pt1,MAST90108
Data Science Research Project Pt2,MAST90109
Advanced Statistical Modelling,MAST90111
Advanced Topics in Stochastic Models,MAST90112
Minor Research Project Part 1,MAST90114
Minor Research Project Part 2,MAST90115
Research Project Part 1,MAST90119
Research Project Part 2,MAST90120
Research Project Part 3,MAST90121
Inference for Spatio-Temporal Processes,MAST90122
Bayesian Statistical Learning,MAST90125
Advanced Biological Modelling: Dynamics,MAST90127
Critical Thinking with Analytics,MAST90130
Measurement Analytics,MAST90131
Foundations of Analytics,MAST90135
Algebraic Number Theory,MAST90136
Multivariate Statistics for Data Science,MAST90138
Statistical Modelling for Data Science,MAST90139
Causal Inference,MAST90140
Machine Learning for Biostatistics,MAST90141
Advanced Nonlinear Optimisation,MAST90142
Differential Geometry,MAST90143
Stochastic Optimisation,MAST90144
Mechanics & Materials,MCEN30017
Thermodynamics and Fluid Mechanics,MCEN30018
Systems Modelling and Analysis,MCEN30020
Mechanical Systems Design,MCEN30021
PhD Research,MCEN80001
MPhil Research,MCEN90007
Fluid Dynamics,MCEN90008
Materials,MCEN90014
Thermodynamics,MCEN90015
Advanced Fluid Dynamics,MCEN90018
Advanced Thermodynamics,MCEN90019
Solid Mechanics,MCEN90026
Advanced Solid Mechanics,MCEN90029
Sensor Systems,MCEN90032
Capstone Project A,MCEN90036
Dynamics,MCEN90038
Advanced Dynamics,MCEN90041
Aerospace Dynamics and Control,MCEN90045
Vibrations and Aeroelasticity,MCEN90046
Aerospace Propulsion,MCEN90047
Artificial Intelligence for Engineers,MCEN90048
Helicopter Design,MCEN90049
Advanced Materials,MCEN90052
Industrial Systems and Simulation,MCEN90053
Design and Manufacturing Practice,MCEN90054
Manufacturing Processes and Technology,MCEN90055
Industry Digital Transformation,MCEN90056
Manufacturing Automation and IT,MCEN90057
Industrial Engineering,MCEN90058
"Probability, Reliability and Quality",MCEN90059
Sustainable and Life Cycle Engineering,MCEN90060
Mechatronics Systems Design,MCEN90061
Media and Society,MECM10003
Academic Writing and Communication,MECM10005
Communication for Changemaking,MECM10006
Internet Communication,MECM20003
Understanding Australian Media,MECM20006
Understanding Global Media,MECM20010
Approaches to Media Research,MECM20011
Analysing Professional Communication,MECM20012
Text and Audio Journalism,MECM20013
Visual Communication and Digital Media,MECM20014
"Advertising, Media and Society",MECM20015
Perspectives in Global Media Cultures,MECM30002
Media Industries & Technological Change,MECM30004
Marketing Communications,MECM30013
Media and Communications Project,MECM30015
Digital Media Research,MECM30016
Digital and Mobile Journalism,MECM30017
Researching Audiences and Reception,MECM40003
Public Relations and Communications,MECM40006
Change in Journalism,MECM40007
Writing for the Media,MECM40011
Media & Communications Thesis Part 1,MECM40018
Media & Communications Thesis Part 2,MECM40019
Global Data Policy & Governance,MECM90002
"Mobility, Culture and Communication",MECM90003
Media Convergence and Digital Culture,MECM90007
Global Crisis Reporting,MECM90009
Perspectives on Digital Platforms,MECM90015
Digital Politics,MECM90016
Media Writing: Rhetoric and Practice,MECM90017
Global Communication: Theory & Research,MECM90020
Advanced Industry Practice - PR,MECM90025
Advanced Industry Practice - Advertising,MECM90026
Media and Communications Thesis Part 1,MECM90029
Media and Communications Thesis Part 2,MECM90030
Audiovisual Communication,MECM90031
Marketing Communications Thesis Part 1,MECM90032
Marketing & Media in a Global Context,MECM90034
Foundations of Marketing & Communication,MECM90036
Online Community Management,MECM90037
Researching Media & Communications,MECM90038
Understanding Media & Communications,MECM90039
Political Economy of Digital Life,MECM90041
Advanced Studies in Biomedicine,MEDI40002
Seminars in Translational Medicine,MEDI40004
Research Project - SVHM Part 1,MEDI40005
Biomedical Advanced Coursework,MEDI40006
Research Project - SVHM Part 2,MEDI40013
Biomedicine Research Project Part 1,MEDI40014
Biomedicine Research Project Part 2,MEDI40015
Research Project - WH Part 1,MEDI40018
Research Project - WH Part 2,MEDI40019
MPhil Research,MEDI70021
Clinical Research Proposal,MEDI90019
3-D Echocardiography & New Technologies,MEDI90046
"Congenital,Obstetric& Medical Conditions",MEDI90047
Advanced Case Studies Practicum,MEDI90048
Principles of Ultrasound Heart Scan,MEDI90049
Doppler Echocardiography,MEDI90050
Ventricular Function,MEDI90051
Ultrasound Guided Procedures,MEDI90054
Advanced Anatomy and Doppler Analysis,MEDI90056
Advanced Valve and Aortic Pathology,MEDI90057
Applications of Echocardiography,MEDI90058
Advanced Echocardiography Interpretation,MEDI90059
Research Methods & Ultrasound Literature,MEDI90083
Supportive Care and Palliative Care,MEDI90085
Cancer Research,MEDI90086
Cancer in Society,MEDI90087
Diagnosis In Sport,MEDI90089
Sports Medicine Professional Project,MEDI90090
Sports Medicine Research Project,MEDI90091
The Modern Athlete,MEDI90092
Cancer Diagnostics,MEDI90093
Cancer Therapeutics,MEDI90094
Cancer Prevention and Control,MEDI90095
Cancer across the Lifespan,MEDI90096
Drug Discovery and Development,MEDI90097
Research Capstone - Part 1,MEDI90098
Research Capstone - Part 2,MEDI90099
Abdominal and Peri-Arrest Ultrasound,MEDI90100
Obstetrics Gynaecology and Practicum,MEDI90101
Vessels Nerves Lungs and Musculoskeletal,MEDI90102
Prehabilitation and Risk Assessment,MEDI90103
Enhanced Recovery After Surgery,MEDI90104
Perioperative Complications,MEDI90105
Post-op Quality of Recovery Practicum,MEDI90106
Disaster Medicine Principles & Responses,MEDI90107
Terror Medicine Principles & Responses,MEDI90108
Managing Complex Disasters,MEDI90109
Human Factors in Critical Care,MEDI90110
Advanced Toxicology and Terror,MEDI90111
Clinical Ultrasound – Core Concepts,MEDI90112
Lung Sternum and Deep Venous Thrombosis,MEDI90117
Peri-arrest Ultrasound,MEDI90121
Transthoracic Echocardiography (TTE),MEDI90125
Ultrasound Critical Care Procedures,MEDI90126
Clinical Ultrasound - Core Concepts,MEDI90129
"Lung, Sternum and DVT - Practical",MEDI90134
Peri-Arrest Ultrasound - Practical,MEDI90138
TTE - Practical,MEDI90142
Ultrasound Critical Care Procedures–Prac,MEDI90143
Advanced Medical Research,MEDS40006
Introduction to Medical Research,MEDS40007
Project in Medical Research,MEDS40008
Student Conference 1,MEDS90003
Principles of Clinical Practice 2,MEDS90004
Student Conference 2,MEDS90005
Context of Surgical Education,MEDS90006
Learning & Teaching in Surgical Practice,MEDS90007
Educational Theory for Surgical Training,MEDS90008
Curriculum Design in Surgical Education,MEDS90009
Research Methods in Surgical Education,MEDS90011
Recruitment and Selection in Surgery,MEDS90012
Educational Leadership in Surgery,MEDS90017
Assessment and Evaluation in Surgery,MEDS90018
Principles of Clinical Practice 3,MEDS90020
Student Conference 3,MEDS90022
Student Conference 4,MEDS90024
Transition to Practice,MEDS90025
Minor Thesis Part 1,MEDS90029
Minor Thesis Part 2,MEDS90030
Foundations for Clinical Practice,MEDS90031
Advanced Practice in Surgical Education,MEDS90033
Principles of Clinical Practice 3A,MEDS90034
MD Research Skills,MEDS90036
Transition to Practice A,MEDS90037
MD Discovery 1: Foundation,MEDS90039
MD Discovery 2: Application,MEDS90040
MD Discovery 3: Integration,MEDS90041
MD Discovery 3: Research Scholar,MEDS90043
Principles of Management,MGMT10002
Organisation and Management,MGMT10003
Organisational Behaviour,MGMT20001
Managing Processes and Projects,MGMT20002
Managing People at Work,MGMT20004
Business Decision Analysis,MGMT20005
Business Negotiations,MGMT20011
Managing Globally,MGMT30004
Managing Sustainably,MGMT30008
Managing Supply Chain Networks,MGMT30011
Management Consulting,MGMT30012
Managing for Competitive Advantage,MGMT30013
The Future of Work,MGMT30019
PhD Research,MGMT80001
Strategic Human Resource Management,MGMT90010
Managing Stakeholders,MGMT90011
Managing Diversity,MGMT90012
Leadership and Team Dynamics,MGMT90013
HRM in the New World of Work,MGMT90014
Human Resource Fundamentals,MGMT90015
Performance and Reward Management,MGMT90016
HR Consulting,MGMT90017
Managing Behaviour in Organisations,MGMT90018
People and Change,MGMT90025
Supply Chain Management,MGMT90026
International Human Resource Management,MGMT90027
Managing Innovation,MGMT90030
Project Management,MGMT90031
Operations and Process Management,MGMT90032
Conflict and Negotiation,MGMT90037
Global Corporate Governance,MGMT90038
"Managing Budgets, Resources and Risk",MGMT90126
Leadership Theory & Practice,MGMT90127
Project Management,MGMT90128
Group Project,MGMT90129
Internship,MGMT90131
Management Competencies,MGMT90140
Business Analysis and Decision Making,MGMT90141
Strategic Management,MGMT90146
Consulting Fundamentals,MGMT90148
The Secret Life of Organisations,MGMT90160
Social Entrepreneurship,MGMT90165
Leadership in Science,MGMT90171
People and Capability,MGMT90176
Advanced Management Theory,MGMT90195
Advanced Operations Management,MGMT90196
Advanced Organisational Behaviour,MGMT90197
Advanced Qualitative Research Methods,MGMT90198
Advanced Quantitative Research Methods,MGMT90199
Entrepreneurial Practice,MGMT90201
Foundations in Qualitative Methods,MGMT90202
Foundations in Quantitative Methods,MGMT90203
Leading for Strategic Advantage,MGMT90204
Research Design,MGMT90205
Management & Marketing Special Topics 1,MGMT90206
Management & Marketing Special Topics 2,MGMT90207
Sustainable Business Practices,MGMT90208
Business Model Innovation,MGMT90225
Entrepreneurial Organisation,MGMT90227
Managing Growth,MGMT90228
Entrepreneur Within,MGMT90229
New Venture Creation: Initiation,MGMT90230
BioDesign Innovation,MGMT90231
"Leaders, Business & Culture in Florence",MGMT90234
Research Report Part 1,MGMT90237
Research Report Part 2,MGMT90238
Business Analytics for Decision Making,MGMT90239
Leading in Data Driven Organisations,MGMT90244
Analytics and Society,MGMT90248
Research Foundations,MGMT90249
Applied Analytics Capstone Part 1,MGMT90250
Applied Analytics Capstone Part 2,MGMT90251
Indigenous Business Leadership,MGMT90254
Supply Chain Frameworks,MGMT90256
Supply Chain Challenges & Opportunities,MGMT90257
Supply Chain Analytics,MGMT90258
HR Analytics,MGMT90261
Adaptive Leadership,MGMT90264
Managing Teams,MGMT90265
Effective Stakeholder Engagement,MGMT90266
Talent Management,MGMT90268
Strategy at the Front Line,MGMT90270
Managing Resources for High Performance,MGMT90271
Procurement and Supply Management,MGMT90272
Service Supply Chain Management,MGMT90273
Supply Chain Contracts and Finance,MGMT90274
Sustainable Supply Chain Management,MGMT90275
Logistics and Transportation Management,MGMT90276
Supply Chain Intelligence,MGMT90277
Supply Chain Strategy,MGMT90278
Supply Chain Technologies,MGMT90279
Managerial Decision Analytics,MGMT90280
New Venture Creation: Validation,MGMT90286
Indigenous Business Ecosystems,MGMT90287
Indigenous Business Philosophy,MGMT90288
Principles of Microbiology & Immunology,MIIM20001
"Microbes, Infections and Responses",MIIM20002
Principles of Immunology,MIIM30002
Medical and Applied Immunology,MIIM30003
Medical Microbiology: Bacteriology,MIIM30011
Medical Microbiology: Virology,MIIM30014
Techniques in Immunology,MIIM30015
Techniques in Microbiology,MIIM30016
Medical Microbiology: Parasitology,MIIM30017
Advanced Microbiology and Immunology,MIIM40002
Micro & Immuno Research Project Part 1,MIIM40005
Micro & Immuno Research Project Part 2,MIIM40006
Principles of Marketing,MKTG10001
Consumer Behaviour,MKTG20001
Market and Business Research,MKTG20004
Global Marketing,MKTG20009
Service and Relationship Marketing,MKTG30003
Retailing,MKTG30006
Advertising and Promotions,MKTG30010
Business and Marketing Ethics,MKTG30012
Strategic Marketing,MKTG30013
Omnichannel Retail,MKTG90001
New Product Development,MKTG90002
Public Relations,MKTG90003
Marketing Management,MKTG90004
Marketing Strategy,MKTG90005
Branding,MKTG90006
Customer Experience Management,MKTG90007
Consumers and Consumption,MKTG90008
Advertising and Communications Strategy,MKTG90009
Marketing Research,MKTG90011
Digital Business and Marketing,MKTG90017
Commercialisation of Science,MKTG90022
Advanced Consumer Behaviour,MKTG90023
Advanced Marketing Management,MKTG90024
Marketing for Entrepreneurs,MKTG90025
Marketing Metrics,MKTG90026
Applied Syndicate Project,MKTG90032
Neuromarketing,MKTG90033
Managing for Value Creation,MKTG90037
Value Creation Strategies,MKTG90038
Marketing Analytics,MKTG90039
Customer Experience Design,MKTG90041
Social Media and Viral Marketing,MKTG90042
Digital Marketing Metrics,MKTG90043
Digital Marketing Analytics,MKTG90044
Digital Retail,MKTG90045
Content Marketing,MKTG90046
Thought Leadership in Digital Marketing,MKTG90047
